"especievalida","min","max","ET_ID"
"Politic07.p00 Sembrando vida subsidy 2019  area mun(ha)_0","Politic07decil","Politic07decil",32031
"Politic07.p04 Sembrando vida subsidy 2019  area mun(ha)_0.103 : 0.265","Politic07decil","Politic07decil",30167
"Politic07.p00 Sembrando vida subsidy 2019  area mun(ha)_0","Politic07decil","Politic07decil",8025
"Politic07.p00 Sembrando vida subsidy 2019  area mun(ha)_0","Politic07decil","Politic07decil",19042
"Politic07.p00 Sembrando vida subsidy 2019  area mun(ha)_0","Politic07decil","Politic07decil",20217
"Politic07.p00 Sembrando vida subsidy 2019  area mun(ha)_0","Politic07decil","Politic07decil",20041
"Politic07.p00 Sembrando vida subsidy 2019  area mun(ha)_0","Politic07decil","Politic07decil",29034
"Politic07.p00 Sembrando vida subsidy 2019  area mun(ha)_0","Politic07decil","Politic07decil",30092
"Politic07.p06 Sembrando vida subsidy 2019  area mun(ha)_0.506 : 0.695","Politic07decil","Politic07decil",31014
"Politic07.p00 Sembrando vida subsidy 2019  area mun(ha)_0","Politic07decil","Politic07decil",15124
"Politic07.p00 Sembrando vida subsidy 2019  area mun(ha)_0","Politic07decil","Politic07decil",30078
"Politic07.p00 Sembrando vida subsidy 2019  area mun(ha)_0","Politic07decil","Politic07decil",20098
"Politic07.p07 Sembrando vida subsidy 2019  area mun(ha)_0.695 : 0.943","Politic07decil","Politic07decil",7016
"Politic07.p00 Sembrando vida subsidy 2019  area mun(ha)_0","Politic07decil","Politic07decil",9012
"Politic07.p07 Sembrando vida subsidy 2019  area mun(ha)_0.695 : 0.943","Politic07decil","Politic07decil",21089
"Politic07.p09 Sembrando vida subsidy 2019  area mun(ha)_1.412 : 2.329","Politic07decil","Politic07decil",7084
"Politic07.p00 Sembrando vida subsidy 2019  area mun(ha)_0","Politic07decil","Politic07decil",20291
"Politic07.p00 Sembrando vida subsidy 2019  area mun(ha)_0","Politic07decil","Politic07decil",24039
"Politic07.p00 Sembrando vida subsidy 2019  area mun(ha)_0","Politic07decil","Politic07decil",20009
"Politic07.p10 Sembrando vida subsidy 2019  area mun(ha)_2.329 : 6.978","Politic07decil","Politic07decil",7103
"Politic07.p00 Sembrando vida subsidy 2019  area mun(ha)_0","Politic07decil","Politic07decil",20037
"Politic07.p00 Sembrando vida subsidy 2019  area mun(ha)_0","Politic07decil","Politic07decil",17009
"Politic07.p00 Sembrando vida subsidy 2019  area mun(ha)_0","Politic07decil","Politic07decil",20319
"Politic07.p07 Sembrando vida subsidy 2019  area mun(ha)_0.695 : 0.943","Politic07decil","Politic07decil",30089
"Politic07.p00 Sembrando vida subsidy 2019  area mun(ha)_0","Politic07decil","Politic07decil",12025
"Politic07.p00 Sembrando vida subsidy 2019  area mun(ha)_0","Politic07decil","Politic07decil",31045
"Politic07.p00 Sembrando vida subsidy 2019  area mun(ha)_0","Politic07decil","Politic07decil",30154
"Politic07.p00 Sembrando vida subsidy 2019  area mun(ha)_0","Politic07decil","Politic07decil",19028
"Politic07.p00 Sembrando vida subsidy 2019  area mun(ha)_0","Politic07decil","Politic07decil",20166
"Politic07.p00 Sembrando vida subsidy 2019  area mun(ha)_0","Politic07decil","Politic07decil",21178
"Politic07.p00 Sembrando vida subsidy 2019  area mun(ha)_0","Politic07decil","Politic07decil",20566
"Politic07.p00 Sembrando vida subsidy 2019  area mun(ha)_0","Politic07decil","Politic07decil",16072
"Politic07.p00 Sembrando vida subsidy 2019  area mun(ha)_0","Politic07decil","Politic07decil",16084
"Politic07.p00 Sembrando vida subsidy 2019  area mun(ha)_0","Politic07decil","Politic07decil",20213
"Politic07.p00 Sembrando vida subsidy 2019  area mun(ha)_0","Politic07decil","Politic07decil",31063
"Politic07.p00 Sembrando vida subsidy 2019  area mun(ha)_0","Politic07decil","Politic07decil",31077
"Politic07.p00 Sembrando vida subsidy 2019  area mun(ha)_0","Politic07decil","Politic07decil",30170
"Politic07.p00 Sembrando vida subsidy 2019  area mun(ha)_0","Politic07decil","Politic07decil",20330
"Politic07.p00 Sembrando vida subsidy 2019  area mun(ha)_0","Politic07decil","Politic07decil",13080
"Politic07.p00 Sembrando vida subsidy 2019  area mun(ha)_0","Politic07decil","Politic07decil",21086
"Politic07.p00 Sembrando vida subsidy 2019  area mun(ha)_0","Politic07decil","Politic07decil",8006
"Politic07.p09 Sembrando vida subsidy 2019  area mun(ha)_1.412 : 2.329","Politic07decil","Politic07decil",7054
"Politic07.p00 Sembrando vida subsidy 2019  area mun(ha)_0","Politic07decil","Politic07decil",8054
"Politic07.p00 Sembrando vida subsidy 2019  area mun(ha)_0","Politic07decil","Politic07decil",19014
"Politic07.p00 Sembrando vida subsidy 2019  area mun(ha)_0","Politic07decil","Politic07decil",7112
"Politic07.p00 Sembrando vida subsidy 2019  area mun(ha)_0","Politic07decil","Politic07decil",13057
"Politic07.p00 Sembrando vida subsidy 2019  area mun(ha)_0","Politic07decil","Politic07decil",7104
"Politic07.p00 Sembrando vida subsidy 2019  area mun(ha)_0","Politic07decil","Politic07decil",7014
"Politic07.p06 Sembrando vida subsidy 2019  area mun(ha)_0.506 : 0.695","Politic07decil","Politic07decil",31093
"Politic07.p02 Sembrando vida subsidy 2019  area mun(ha)_0.002 : 0.022","Politic07decil","Politic07decil",21213
"Politic07.p00 Sembrando vida subsidy 2019  area mun(ha)_0","Politic07decil","Politic07decil",13079
"Politic07.p00 Sembrando vida subsidy 2019  area mun(ha)_0","Politic07decil","Politic07decil",20010
"Politic07.p00 Sembrando vida subsidy 2019  area mun(ha)_0","Politic07decil","Politic07decil",15112
"Politic07.p00 Sembrando vida subsidy 2019  area mun(ha)_0","Politic07decil","Politic07decil",20153
"Politic07.p00 Sembrando vida subsidy 2019  area mun(ha)_0","Politic07decil","Politic07decil",12042
"Politic07.p00 Sembrando vida subsidy 2019  area mun(ha)_0","Politic07decil","Politic07decil",14120
"Politic07.p00 Sembrando vida subsidy 2019  area mun(ha)_0","Politic07decil","Politic07decil",20401
"Politic07.p01 Sembrando vida subsidy 2019  area mun(ha)_<0.002","Politic07decil","Politic07decil",17020
"Politic07.p00 Sembrando vida subsidy 2019  area mun(ha)_0","Politic07decil","Politic07decil",24038
"Politic07.p00 Sembrando vida subsidy 2019  area mun(ha)_0","Politic07decil","Politic07decil",16022
"Politic07.p00 Sembrando vida subsidy 2019  area mun(ha)_0","Politic07decil","Politic07decil",13060
"Politic07.p05 Sembrando vida subsidy 2019  area mun(ha)_0.265 : 0.506","Politic07decil","Politic07decil",30157
"Politic07.p00 Sembrando vida subsidy 2019  area mun(ha)_0","Politic07decil","Politic07decil",15021
"Politic07.p00 Sembrando vida subsidy 2019  area mun(ha)_0","Politic07decil","Politic07decil",12060
"Politic07.p09 Sembrando vida subsidy 2019  area mun(ha)_1.412 : 2.329","Politic07decil","Politic07decil",7037
"Politic07.p00 Sembrando vida subsidy 2019  area mun(ha)_0","Politic07decil","Politic07decil",20326
"Politic07.p00 Sembrando vida subsidy 2019  area mun(ha)_0","Politic07decil","Politic07decil",24004
"Politic07.p00 Sembrando vida subsidy 2019  area mun(ha)_0","Politic07decil","Politic07decil",16038
"Politic07.p00 Sembrando vida subsidy 2019  area mun(ha)_0","Politic07decil","Politic07decil",6005
"Politic07.p00 Sembrando vida subsidy 2019  area mun(ha)_0","Politic07decil","Politic07decil",20543
"Politic07.p03 Sembrando vida subsidy 2019  area mun(ha)_0.022 : 0.103","Politic07decil","Politic07decil",7072
"Politic07.p00 Sembrando vida subsidy 2019  area mun(ha)_0","Politic07decil","Politic07decil",21180
"Politic07.p00 Sembrando vida subsidy 2019  area mun(ha)_0","Politic07decil","Politic07decil",20516
"Politic07.p00 Sembrando vida subsidy 2019  area mun(ha)_0","Politic07decil","Politic07decil",16024
"Politic07.p08 Sembrando vida subsidy 2019  area mun(ha)_0.943 : 1.412","Politic07decil","Politic07decil",30095
"Politic07.p00 Sembrando vida subsidy 2019  area mun(ha)_0","Politic07decil","Politic07decil",12045
"Politic07.p06 Sembrando vida subsidy 2019  area mun(ha)_0.506 : 0.695","Politic07decil","Politic07decil",30104
"Politic07.p00 Sembrando vida subsidy 2019  area mun(ha)_0","Politic07decil","Politic07decil",18006
"Politic07.p00 Sembrando vida subsidy 2019  area mun(ha)_0","Politic07decil","Politic07decil",24055
"Politic07.p00 Sembrando vida subsidy 2019  area mun(ha)_0","Politic07decil","Politic07decil",20012
"Politic07.p00 Sembrando vida subsidy 2019  area mun(ha)_0","Politic07decil","Politic07decil",20253
"Politic07.p00 Sembrando vida subsidy 2019  area mun(ha)_0","Politic07decil","Politic07decil",26061
"Politic07.p00 Sembrando vida subsidy 2019  area mun(ha)_0","Politic07decil","Politic07decil",20344
"Politic07.p00 Sembrando vida subsidy 2019  area mun(ha)_0","Politic07decil","Politic07decil",11015
"Politic07.p00 Sembrando vida subsidy 2019  area mun(ha)_0","Politic07decil","Politic07decil",20076
"Politic07.p00 Sembrando vida subsidy 2019  area mun(ha)_0","Politic07decil","Politic07decil",20472
"Politic07.p10 Sembrando vida subsidy 2019  area mun(ha)_2.329 : 6.978","Politic07decil","Politic07decil",7066
"Politic07.p00 Sembrando vida subsidy 2019  area mun(ha)_0","Politic07decil","Politic07decil",14010
"Politic07.p05 Sembrando vida subsidy 2019  area mun(ha)_0.265 : 0.506","Politic07decil","Politic07decil",30192
"Politic07.p00 Sembrando vida subsidy 2019  area mun(ha)_0","Politic07decil","Politic07decil",30180
"Politic07.p00 Sembrando vida subsidy 2019  area mun(ha)_0","Politic07decil","Politic07decil",31057
"Politic07.p00 Sembrando vida subsidy 2019  area mun(ha)_0","Politic07decil","Politic07decil",12026
"Politic07.p00 Sembrando vida subsidy 2019  area mun(ha)_0","Politic07decil","Politic07decil",20141
"Politic07.p00 Sembrando vida subsidy 2019  area mun(ha)_0","Politic07decil","Politic07decil",20336
"Politic07.p00 Sembrando vida subsidy 2019  area mun(ha)_0","Politic07decil","Politic07decil",20526
"Politic07.p00 Sembrando vida subsidy 2019  area mun(ha)_0","Politic07decil","Politic07decil",13034
"Politic07.p00 Sembrando vida subsidy 2019  area mun(ha)_0","Politic07decil","Politic07decil",12063
"Politic07.p00 Sembrando vida subsidy 2019  area mun(ha)_0","Politic07decil","Politic07decil",16056
"Politic07.p00 Sembrando vida subsidy 2019  area mun(ha)_0","Politic07decil","Politic07decil",30038
"Politic07.p00 Sembrando vida subsidy 2019  area mun(ha)_0","Politic07decil","Politic07decil",24053
"Politic07.p00 Sembrando vida subsidy 2019  area mun(ha)_0","Politic07decil","Politic07decil",14059
"Politic07.p00 Sembrando vida subsidy 2019  area mun(ha)_0","Politic07decil","Politic07decil",21087
"Politic07.p00 Sembrando vida subsidy 2019  area mun(ha)_0","Politic07decil","Politic07decil",20137
"Politic07.p00 Sembrando vida subsidy 2019  area mun(ha)_0","Politic07decil","Politic07decil",32042
"Politic07.p00 Sembrando vida subsidy 2019  area mun(ha)_0","Politic07decil","Politic07decil",13043
"Politic07.p04 Sembrando vida subsidy 2019  area mun(ha)_0.103 : 0.265","Politic07decil","Politic07decil",21194
"Politic07.p00 Sembrando vida subsidy 2019  area mun(ha)_0","Politic07decil","Politic07decil",31018
"Politic07.p00 Sembrando vida subsidy 2019  area mun(ha)_0","Politic07decil","Politic07decil",21036
"Politic07.p10 Sembrando vida subsidy 2019  area mun(ha)_2.329 : 6.978","Politic07decil","Politic07decil",7015
"Politic07.p00 Sembrando vida subsidy 2019  area mun(ha)_0","Politic07decil","Politic07decil",31067
"Politic07.p00 Sembrando vida subsidy 2019  area mun(ha)_0","Politic07decil","Politic07decil",32009
"Politic07.p05 Sembrando vida subsidy 2019  area mun(ha)_0.265 : 0.506","Politic07decil","Politic07decil",30071
"Politic07.p00 Sembrando vida subsidy 2019  area mun(ha)_0","Politic07decil","Politic07decil",12017
"Politic07.p09 Sembrando vida subsidy 2019  area mun(ha)_1.412 : 2.329","Politic07decil","Politic07decil",21043
"Politic07.p08 Sembrando vida subsidy 2019  area mun(ha)_0.943 : 1.412","Politic07decil","Politic07decil",7025
"Politic07.p00 Sembrando vida subsidy 2019  area mun(ha)_0","Politic07decil","Politic07decil",7093
"Politic07.p00 Sembrando vida subsidy 2019  area mun(ha)_0","Politic07decil","Politic07decil",18013
"Politic07.p00 Sembrando vida subsidy 2019  area mun(ha)_0","Politic07decil","Politic07decil",30202
"Politic07.p00 Sembrando vida subsidy 2019  area mun(ha)_0","Politic07decil","Politic07decil",16071
"Politic07.p00 Sembrando vida subsidy 2019  area mun(ha)_0","Politic07decil","Politic07decil",14034
"Politic07.p00 Sembrando vida subsidy 2019  area mun(ha)_0","Politic07decil","Politic07decil",7044
"Politic07.p00 Sembrando vida subsidy 2019  area mun(ha)_0","Politic07decil","Politic07decil",12061
"Politic07.p00 Sembrando vida subsidy 2019  area mun(ha)_0","Politic07decil","Politic07decil",22015
"Politic07.p00 Sembrando vida subsidy 2019  area mun(ha)_0","Politic07decil","Politic07decil",7022
"Politic07.p05 Sembrando vida subsidy 2019  area mun(ha)_0.265 : 0.506","Politic07decil","Politic07decil",30212
"Politic07.p00 Sembrando vida subsidy 2019  area mun(ha)_0","Politic07decil","Politic07decil",14032
"Politic07.p00 Sembrando vida subsidy 2019  area mun(ha)_0","Politic07decil","Politic07decil",16025
"Politic07.p00 Sembrando vida subsidy 2019  area mun(ha)_0","Politic07decil","Politic07decil",13049
"Politic07.p00 Sembrando vida subsidy 2019  area mun(ha)_0","Politic07decil","Politic07decil",20282
"Politic07.p00 Sembrando vida subsidy 2019  area mun(ha)_0","Politic07decil","Politic07decil",21010
"Politic07.p00 Sembrando vida subsidy 2019  area mun(ha)_0","Politic07decil","Politic07decil",12081
"Politic07.p00 Sembrando vida subsidy 2019  area mun(ha)_0","Politic07decil","Politic07decil",20202
"Politic07.p00 Sembrando vida subsidy 2019  area mun(ha)_0","Politic07decil","Politic07decil",13027
"Politic07.p00 Sembrando vida subsidy 2019  area mun(ha)_0","Politic07decil","Politic07decil",14079
"Politic07.p00 Sembrando vida subsidy 2019  area mun(ha)_0","Politic07decil","Politic07decil",6010
"Politic07.p00 Sembrando vida subsidy 2019  area mun(ha)_0","Politic07decil","Politic07decil",14040
"Politic07.p00 Sembrando vida subsidy 2019  area mun(ha)_0","Politic07decil","Politic07decil",20500
"Politic07.p00 Sembrando vida subsidy 2019  area mun(ha)_0","Politic07decil","Politic07decil",20211
"Politic07.p00 Sembrando vida subsidy 2019  area mun(ha)_0","Politic07decil","Politic07decil",12015
"Politic07.p00 Sembrando vida subsidy 2019  area mun(ha)_0","Politic07decil","Politic07decil",19016
"Politic07.p00 Sembrando vida subsidy 2019  area mun(ha)_0","Politic07decil","Politic07decil",5011
"Politic07.p00 Sembrando vida subsidy 2019  area mun(ha)_0","Politic07decil","Politic07decil",17025
"Politic07.p00 Sembrando vida subsidy 2019  area mun(ha)_0","Politic07decil","Politic07decil",20439
"Politic07.p00 Sembrando vida subsidy 2019  area mun(ha)_0","Politic07decil","Politic07decil",13042
"Politic07.p02 Sembrando vida subsidy 2019  area mun(ha)_0.002 : 0.022","Politic07decil","Politic07decil",30015
"Politic07.p00 Sembrando vida subsidy 2019  area mun(ha)_0","Politic07decil","Politic07decil",20363
"Politic07.p00 Sembrando vida subsidy 2019  area mun(ha)_0","Politic07decil","Politic07decil",20214
"Politic07.p04 Sembrando vida subsidy 2019  area mun(ha)_0.103 : 0.265","Politic07decil","Politic07decil",30158
"Politic07.p00 Sembrando vida subsidy 2019  area mun(ha)_0","Politic07decil","Politic07decil",20560
"Politic07.p00 Sembrando vida subsidy 2019  area mun(ha)_0","Politic07decil","Politic07decil",14122
"Politic07.p00 Sembrando vida subsidy 2019  area mun(ha)_0","Politic07decil","Politic07decil",20014
"Politic07.p06 Sembrando vida subsidy 2019  area mun(ha)_0.506 : 0.695","Politic07decil","Politic07decil",30209
"Politic07.p05 Sembrando vida subsidy 2019  area mun(ha)_0.265 : 0.506","Politic07decil","Politic07decil",30094
"Politic07.p06 Sembrando vida subsidy 2019  area mun(ha)_0.506 : 0.695","Politic07decil","Politic07decil",31052
"Politic07.p08 Sembrando vida subsidy 2019  area mun(ha)_0.943 : 1.412","Politic07decil","Politic07decil",7011
"Politic07.p00 Sembrando vida subsidy 2019  area mun(ha)_0","Politic07decil","Politic07decil",28023
"Politic07.p07 Sembrando vida subsidy 2019  area mun(ha)_0.695 : 0.943","Politic07decil","Politic07decil",30122
"Politic07.p05 Sembrando vida subsidy 2019  area mun(ha)_0.265 : 0.506","Politic07decil","Politic07decil",21186
"Politic07.p00 Sembrando vida subsidy 2019  area mun(ha)_0","Politic07decil","Politic07decil",16029
"Politic07.p00 Sembrando vida subsidy 2019  area mun(ha)_0","Politic07decil","Politic07decil",20489
"Politic07.p03 Sembrando vida subsidy 2019  area mun(ha)_0.022 : 0.103","Politic07decil","Politic07decil",31099
"Politic07.p00 Sembrando vida subsidy 2019  area mun(ha)_0","Politic07decil","Politic07decil",12010
"Politic07.p00 Sembrando vida subsidy 2019  area mun(ha)_0","Politic07decil","Politic07decil",31042
"Politic07.p09 Sembrando vida subsidy 2019  area mun(ha)_1.412 : 2.329","Politic07decil","Politic07decil",7033
"Politic07.p00 Sembrando vida subsidy 2019  area mun(ha)_0","Politic07decil","Politic07decil",16057
"Politic07.p00 Sembrando vida subsidy 2019  area mun(ha)_0","Politic07decil","Politic07decil",7094
"Politic07.p00 Sembrando vida subsidy 2019  area mun(ha)_0","Politic07decil","Politic07decil",21047
"Politic07.p00 Sembrando vida subsidy 2019  area mun(ha)_0","Politic07decil","Politic07decil",7117
"Politic07.p00 Sembrando vida subsidy 2019  area mun(ha)_0","Politic07decil","Politic07decil",11030
"Politic07.p00 Sembrando vida subsidy 2019  area mun(ha)_0","Politic07decil","Politic07decil",6001
"Politic07.p00 Sembrando vida subsidy 2019  area mun(ha)_0","Politic07decil","Politic07decil",31036
"Politic07.p00 Sembrando vida subsidy 2019  area mun(ha)_0","Politic07decil","Politic07decil",14019
"Politic07.p09 Sembrando vida subsidy 2019  area mun(ha)_1.412 : 2.329","Politic07decil","Politic07decil",27009
"Politic07.p00 Sembrando vida subsidy 2019  area mun(ha)_0","Politic07decil","Politic07decil",12059
"Politic07.p00 Sembrando vida subsidy 2019  area mun(ha)_0","Politic07decil","Politic07decil",31037
"Politic07.p00 Sembrando vida subsidy 2019  area mun(ha)_0","Politic07decil","Politic07decil",28021
"Politic07.p00 Sembrando vida subsidy 2019  area mun(ha)_0","Politic07decil","Politic07decil",20212
"Politic07.p07 Sembrando vida subsidy 2019  area mun(ha)_0.695 : 0.943","Politic07decil","Politic07decil",30144
"Politic07.p00 Sembrando vida subsidy 2019  area mun(ha)_0","Politic07decil","Politic07decil",16058
"Politic07.p00 Sembrando vida subsidy 2019  area mun(ha)_0","Politic07decil","Politic07decil",6003
"Politic07.p01 Sembrando vida subsidy 2019  area mun(ha)_<0.002","Politic07decil","Politic07decil",5002
"Politic07.p00 Sembrando vida subsidy 2019  area mun(ha)_0","Politic07decil","Politic07decil",20254
"Politic07.p00 Sembrando vida subsidy 2019  area mun(ha)_0","Politic07decil","Politic07decil",31062
"Politic07.p00 Sembrando vida subsidy 2019  area mun(ha)_0","Politic07decil","Politic07decil",16014
"Politic07.p00 Sembrando vida subsidy 2019  area mun(ha)_0","Politic07decil","Politic07decil",19002
"Politic07.p07 Sembrando vida subsidy 2019  area mun(ha)_0.695 : 0.943","Politic07decil","Politic07decil",27007
"Politic07.p06 Sembrando vida subsidy 2019  area mun(ha)_0.506 : 0.695","Politic07decil","Politic07decil",30204
"Politic07.p00 Sembrando vida subsidy 2019  area mun(ha)_0","Politic07decil","Politic07decil",14106
"Politic07.p00 Sembrando vida subsidy 2019  area mun(ha)_0","Politic07decil","Politic07decil",13014
"Politic07.p00 Sembrando vida subsidy 2019  area mun(ha)_0","Politic07decil","Politic07decil",28003
"Politic07.p00 Sembrando vida subsidy 2019  area mun(ha)_0","Politic07decil","Politic07decil",30027
"Politic07.p00 Sembrando vida subsidy 2019  area mun(ha)_0","Politic07decil","Politic07decil",30024
"Politic07.p00 Sembrando vida subsidy 2019  area mun(ha)_0","Politic07decil","Politic07decil",7109
"Politic07.p00 Sembrando vida subsidy 2019  area mun(ha)_0","Politic07decil","Politic07decil",20220
"Politic07.p03 Sembrando vida subsidy 2019  area mun(ha)_0.022 : 0.103","Politic07decil","Politic07decil",30102
"Politic07.p00 Sembrando vida subsidy 2019  area mun(ha)_0","Politic07decil","Politic07decil",21071
"Politic07.p00 Sembrando vida subsidy 2019  area mun(ha)_0","Politic07decil","Politic07decil",20200
"Politic07.p00 Sembrando vida subsidy 2019  area mun(ha)_0","Politic07decil","Politic07decil",8049
"Politic07.p00 Sembrando vida subsidy 2019  area mun(ha)_0","Politic07decil","Politic07decil",31028
"Politic07.p00 Sembrando vida subsidy 2019  area mun(ha)_0","Politic07decil","Politic07decil",15082
"Politic07.p00 Sembrando vida subsidy 2019  area mun(ha)_0","Politic07decil","Politic07decil",31029
"Politic07.p00 Sembrando vida subsidy 2019  area mun(ha)_0","Politic07decil","Politic07decil",22004
"Politic07.p00 Sembrando vida subsidy 2019  area mun(ha)_0","Politic07decil","Politic07decil",16059
"Politic07.p00 Sembrando vida subsidy 2019  area mun(ha)_0","Politic07decil","Politic07decil",4012
"Politic07.p07 Sembrando vida subsidy 2019  area mun(ha)_0.695 : 0.943","Politic07decil","Politic07decil",7001
"Politic07.p03 Sembrando vida subsidy 2019  area mun(ha)_0.022 : 0.103","Politic07decil","Politic07decil",31071
"Politic07.p07 Sembrando vida subsidy 2019  area mun(ha)_0.695 : 0.943","Politic07decil","Politic07decil",30003
"Politic07.p00 Sembrando vida subsidy 2019  area mun(ha)_0","Politic07decil","Politic07decil",21217
"Politic07.p00 Sembrando vida subsidy 2019  area mun(ha)_0","Politic07decil","Politic07decil",16068
"Politic07.p00 Sembrando vida subsidy 2019  area mun(ha)_0","Politic07decil","Politic07decil",28028
"Politic07.p09 Sembrando vida subsidy 2019  area mun(ha)_1.412 : 2.329","Politic07decil","Politic07decil",27016
"Politic07.p05 Sembrando vida subsidy 2019  area mun(ha)_0.265 : 0.506","Politic07decil","Politic07decil",21083
"Politic07.p00 Sembrando vida subsidy 2019  area mun(ha)_0","Politic07decil","Politic07decil",20458
"Politic07.p00 Sembrando vida subsidy 2019  area mun(ha)_0","Politic07decil","Politic07decil",13040
"Politic07.p00 Sembrando vida subsidy 2019  area mun(ha)_0","Politic07decil","Politic07decil",20275
"Politic07.p00 Sembrando vida subsidy 2019  area mun(ha)_0","Politic07decil","Politic07decil",20088
"Politic07.p09 Sembrando vida subsidy 2019  area mun(ha)_1.412 : 2.329","Politic07decil","Politic07decil",27014
"Politic07.p07 Sembrando vida subsidy 2019  area mun(ha)_0.695 : 0.943","Politic07decil","Politic07decil",7006
"Politic07.p00 Sembrando vida subsidy 2019  area mun(ha)_0","Politic07decil","Politic07decil",13018
"Politic07.p00 Sembrando vida subsidy 2019  area mun(ha)_0","Politic07decil","Politic07decil",24041
"Politic07.p00 Sembrando vida subsidy 2019  area mun(ha)_0","Politic07decil","Politic07decil",12046
"Politic07.p00 Sembrando vida subsidy 2019  area mun(ha)_0","Politic07decil","Politic07decil",7038
"Politic07.p00 Sembrando vida subsidy 2019  area mun(ha)_0","Politic07decil","Politic07decil",14099
"Politic07.p00 Sembrando vida subsidy 2019  area mun(ha)_0","Politic07decil","Politic07decil",20066
"Politic07.p00 Sembrando vida subsidy 2019  area mun(ha)_0","Politic07decil","Politic07decil",30198
"Politic07.p00 Sembrando vida subsidy 2019  area mun(ha)_0","Politic07decil","Politic07decil",16079
"Politic07.p00 Sembrando vida subsidy 2019  area mun(ha)_0","Politic07decil","Politic07decil",16107
"Politic07.p09 Sembrando vida subsidy 2019  area mun(ha)_1.412 : 2.329","Politic07decil","Politic07decil",27006
"Politic07.p00 Sembrando vida subsidy 2019  area mun(ha)_0","Politic07decil","Politic07decil",13084
"Politic07.p00 Sembrando vida subsidy 2019  area mun(ha)_0","Politic07decil","Politic07decil",7047
"Politic07.p00 Sembrando vida subsidy 2019  area mun(ha)_0","Politic07decil","Politic07decil",20502
"Politic07.p00 Sembrando vida subsidy 2019  area mun(ha)_0","Politic07decil","Politic07decil",5024
"Politic07.p04 Sembrando vida subsidy 2019  area mun(ha)_0.103 : 0.265","Politic07decil","Politic07decil",30174
"Politic07.p00 Sembrando vida subsidy 2019  area mun(ha)_0","Politic07decil","Politic07decil",7026
"Politic07.p00 Sembrando vida subsidy 2019  area mun(ha)_0","Politic07decil","Politic07decil",13081
"Politic07.p00 Sembrando vida subsidy 2019  area mun(ha)_0","Politic07decil","Politic07decil",21145
"Politic07.p00 Sembrando vida subsidy 2019  area mun(ha)_0","Politic07decil","Politic07decil",31075
"Politic07.p00 Sembrando vida subsidy 2019  area mun(ha)_0","Politic07decil","Politic07decil",11043
"Politic07.p00 Sembrando vida subsidy 2019  area mun(ha)_0","Politic07decil","Politic07decil",16019
"Politic07.p00 Sembrando vida subsidy 2019  area mun(ha)_0","Politic07decil","Politic07decil",30063
"Politic07.p00 Sembrando vida subsidy 2019  area mun(ha)_0","Politic07decil","Politic07decil",16066
"Politic07.p00 Sembrando vida subsidy 2019  area mun(ha)_0","Politic07decil","Politic07decil",12004
"Politic07.p04 Sembrando vida subsidy 2019  area mun(ha)_0.103 : 0.265","Politic07decil","Politic07decil",10033
"Politic07.p00 Sembrando vida subsidy 2019  area mun(ha)_0","Politic07decil","Politic07decil",3008
"Politic07.p00 Sembrando vida subsidy 2019  area mun(ha)_0","Politic07decil","Politic07decil",30065
"Politic07.p00 Sembrando vida subsidy 2019  area mun(ha)_0","Politic07decil","Politic07decil",7120
"Politic07.p00 Sembrando vida subsidy 2019  area mun(ha)_0","Politic07decil","Politic07decil",14028
"Politic07.p00 Sembrando vida subsidy 2019  area mun(ha)_0","Politic07decil","Politic07decil",31006
"Politic07.p00 Sembrando vida subsidy 2019  area mun(ha)_0","Politic07decil","Politic07decil",13068
"Politic07.p00 Sembrando vida subsidy 2019  area mun(ha)_0","Politic07decil","Politic07decil",8019
"Politic07.p00 Sembrando vida subsidy 2019  area mun(ha)_0","Politic07decil","Politic07decil",11033
"Politic07.p00 Sembrando vida subsidy 2019  area mun(ha)_0","Politic07decil","Politic07decil",13037
"Politic07.p00 Sembrando vida subsidy 2019  area mun(ha)_0","Politic07decil","Politic07decil",10025
"Politic07.p00 Sembrando vida subsidy 2019  area mun(ha)_0","Politic07decil","Politic07decil",20491
"Politic07.p09 Sembrando vida subsidy 2019  area mun(ha)_1.412 : 2.329","Politic07decil","Politic07decil",7076
"Politic07.p00 Sembrando vida subsidy 2019  area mun(ha)_0","Politic07decil","Politic07decil",31094
"Politic07.p00 Sembrando vida subsidy 2019  area mun(ha)_0","Politic07decil","Politic07decil",7023
"Politic07.p00 Sembrando vida subsidy 2019  area mun(ha)_0","Politic07decil","Politic07decil",7078
"Politic07.p00 Sembrando vida subsidy 2019  area mun(ha)_0","Politic07decil","Politic07decil",20325
"Politic07.p00 Sembrando vida subsidy 2019  area mun(ha)_0","Politic07decil","Politic07decil",20232
"Politic07.p05 Sembrando vida subsidy 2019  area mun(ha)_0.265 : 0.506","Politic07decil","Politic07decil",7012
"Politic07.p08 Sembrando vida subsidy 2019  area mun(ha)_0.943 : 1.412","Politic07decil","Politic07decil",7071
"Politic07.p00 Sembrando vida subsidy 2019  area mun(ha)_0","Politic07decil","Politic07decil",15080
"Politic07.p08 Sembrando vida subsidy 2019  area mun(ha)_0.943 : 1.412","Politic07decil","Politic07decil",7040
"Politic07.p00 Sembrando vida subsidy 2019  area mun(ha)_0","Politic07decil","Politic07decil",3003
